ID,Games,Wins,Home Wins,Away Wins,Neutral Wins,Losses,Home Losses,Away Losses,Neutral Losses,home_wscore,away_wscore,neutral_wscore
A716,25.0,5.0,3.0,2.0,0,20.0,8.0,12.0,1.0,40.070360051779765,38.60208026526678,0.0
A715,27.0,7.0,4.0,3.0,0,20.0,10.0,10.0,1.0,40.20878790537678,40.185412279102266,0.0
A714,27.0,14.0,9.0,5.0,0,13.0,5.0,7.0,1.0,43.481932429763674,43.799019908472445,0.0
A719,29.0,15.0,9.0,3.0,3.0,14.0,3.0,9.0,2.0,43.2632577591086,43.103906281381555,2.0149030205422647
P721,31.0,14.0,12.0,1.0,1.0,17.0,4.0,9.0,4.0,46.11295441740574,44.406275048733505,0.0
P720,34.0,32.0,20.0,9.0,3.0,2.0,1.0,2.0,1.0,47.000116129587894,46.449774627188525,8.050357871108195
P723,33.0,27.0,14.0,7.0,6.0,6.0,2.0,4.0,1.0,47.02975800367452,46.41166791535116,7.6710968311608045
P722,32.0,19.0,13.0,1.0,5.0,13.0,2.0,9.0,2.0,46.050943521804314,44.57549756991667,0.0
P725,32.0,15.0,10.0,3.0,2.0,17.0,8.0,7.0,2.0,46.4597334580089,46.81460485296947,7.194461875812239
P724,34.0,19.0,9.0,7.0,3.0,15.0,3.0,9.0,3.0,45.971828257597195,45.56832788758217,3.4133455155978027
P727,29.0,14.0,6.0,6.0,2.0,15.0,5.0,9.0,1.0,46.550794677893194,46.576307881213765,0.0
P726,31.0,11.0,9.0,1.0,1.0,20.0,7.0,12.0,1.0,47.13036463513454,39.89004533306947,0.0
P729,33.0,19.0,13.0,3.0,3.0,14.0,5.0,8.0,1.0,46.47263815571205,44.67865550194725,7.845168028811601
P728,28.0,13.0,7.0,4.0,2.0,15.0,5.0,10.0,1.0,46.09277936333444,46.09743948743812,0.0
A829,31.0,25.0,12.0,7.0,6.0,6.0,1.0,3.0,2.0,43.86871874376055,42.20734066547777,0.0
A828,25.0,11.0,6.0,5.0,0,14.0,3.0,10.0,1.0,39.27741991355093,38.67075273455402,0.0
A825,32.0,24.0,15.0,6.0,3.0,8.0,1.0,6.0,1.0,44.077402374680275,43.5317097834829,0.0
A824,26.0,11.0,8.0,2.0,1.0,15.0,6.0,9.0,1.0,41.62324889060333,39.2993376457918,0.0
A827,29.0,16.0,13.0,2.0,1.0,13.0,4.0,7.0,2.0,43.56047575276692,43.45949739230191,0.0
A826,29.0,19.0,8.0,6.0,5.0,10.0,2.0,7.0,1.0,43.00279655504405,43.07639154564813,0.0
A821,29.0,23.0,12.0,9.0,2.0,6.0,1.0,5.0,1.0,42.77653933526802,42.81494668297742,0.0
A820,26.0,13.0,7.0,5.0,1.0,13.0,4.0,8.0,1.0,40.750277196000795,40.83495789216574,0.0
A822,29.0,14.0,9.0,4.0,1.0,15.0,4.0,8.0,3.0,42.84595100787854,39.538846615075336,0.0
G764,29.0,11.0,6.0,4.0,1.0,18.0,7.0,8.0,3.0,42.02625301905739,42.30237704122931,0.0
G765,27.0,12.0,8.0,4.0,0,15.0,4.0,11.0,1.0,45.279776779803605,44.72459926521602,0.0
G766,34.0,16.0,12.0,3.0,1.0,18.0,5.0,11.0,2.0,43.17783081063299,40.4922579698252,0.0
G767,29.0,15.0,8.0,6.0,1.0,14.0,6.0,7.0,1.0,42.858516883193545,44.90422381440009,0.0
G761,26.0,6.0,2.0,4.0,0,20.0,9.0,9.0,2.0,41.656152635512946,45.805255223299646,0.0
G762,26.0,4.0,3.0,1.0,0,22.0,9.0,13.0,1.0,42.02104391605175,38.69476588161139,0.0
G768,26.0,5.0,4.0,1.0,0,21.0,9.0,11.0,1.0,45.82759645032646,40.20175136760106,0.0
G769,31.0,17.0,10.0,5.0,2.0,14.0,6.0,5.0,3.0,44.51013680514491,44.51636317822734,9.183946771859775
E663,31.0,16.0,6.0,8.0,2.0,15.0,6.0,7.0,2.0,42.82487091758726,44.663675772478925,0.0
E662,33.0,24.0,17.0,5.0,2.0,9.0,1.0,6.0,2.0,45.77378065098647,44.931802254728474,0.0
E661,28.0,19.0,11.0,7.0,1.0,9.0,2.0,5.0,2.0,44.213364198049696,44.25148849471643,0.0
E660,28.0,15.0,12.0,3.0,0,13.0,4.0,8.0,1.0,45.25666796094883,43.65385586371001,0.0
E667,31.0,10.0,4.0,5.0,1.0,21.0,6.0,11.0,4.0,43.979240308088094,45.00518287847034,0.0
E666,30.0,14.0,11.0,3.0,0,16.0,6.0,8.0,2.0,45.264908899662196,45.26385298796602,0.0
E665,29.0,12.0,6.0,5.0,1.0,17.0,5.0,9.0,3.0,41.319448059831174,40.60039547224774,0.0
E664,27.0,6.0,4.0,2.0,0,21.0,8.0,13.0,1.0,44.24836441587468,45.18060995571747,0.0
E669,30.0,15.0,7.0,6.0,2.0,15.0,5.0,9.0,1.0,43.860010946584666,44.439679094948055,0.0
E668,31.0,21.0,11.0,8.0,2.0,10.0,5.0,3.0,2.0,42.93214654721287,45.165954820746954,0.0
H729,28.0,7.0,7.0,0,0,21.0,9.0,11.0,1.0,43.98427640141942,0.0,0.0
P544,31.0,19.0,12.0,6.0,1.0,12.0,2.0,10.0,1.0,45.99790008760566,45.884379930459794,0.0
N752,30.0,14.0,8.0,4.0,2.0,16.0,4.0,12.0,1.0,46.74123614920121,45.8183866091827,0.6505875661411493
N753,30.0,14.0,7.0,4.0,3.0,16.0,6.0,7.0,3.0,46.174786182192406,45.840668927406284,2.545531271604435
N750,31.0,17.0,10.0,7.0,0,14.0,4.0,10.0,1.0,49.72423359457551,50.0063880483488,0.0
N751,26.0,14.0,7.0,7.0,0,12.0,4.0,7.0,1.0,46.18601744022485,46.412259528375344,0.0
N756,28.0,11.0,6.0,5.0,0,17.0,7.0,10.0,1.0,47.34205874950938,47.84820889613718,0.0
N757,30.0,15.0,9.0,3.0,3.0,15.0,4.0,10.0,1.0,47.909810923296725,47.22132469643289,0.0
N754,31.0,22.0,12.0,6.0,4.0,9.0,2.0,5.0,2.0,48.24089475318096,47.43695305239017,1.791759469228055
N755,28.0,9.0,5.0,3.0,1.0,19.0,5.0,13.0,1.0,47.25975356490981,47.06172357619675,0.0
N758,31.0,14.0,9.0,4.0,1.0,17.0,3.0,10.0,4.0,48.217283866140505,47.689424165293225,2.545531271604435
N759,25.0,11.0,9.0,2.0,0,14.0,3.0,11.0,1.0,46.57581195457168,45.611042456597,0.0
M669,32.0,17.0,9.0,4.0,4.0,15.0,3.0,10.0,2.0,47.86143723959389,47.787970833422484,10.92862401962858
M668,31.0,21.0,13.0,4.0,4.0,10.0,2.0,6.0,2.0,50.669268176730974,49.70298043057538,12.146224706392644
M663,31.0,21.0,11.0,7.0,3.0,10.0,3.0,6.0,1.0,49.01601274991072,50.98278415859897,0.0
M662,32.0,18.0,13.0,5.0,0,14.0,6.0,4.0,4.0,49.96925096622332,50.23290757286136,0.0
M661,28.0,14.0,11.0,3.0,0,14.0,4.0,8.0,2.0,46.20903970753012,45.49121557241034,0.0
M660,32.0,23.0,15.0,5.0,3.0,9.0,2.0,5.0,2.0,49.47340951385511,50.07680918507549,11.998273062789512
M667,29.0,10.0,5.0,4.0,1.0,19.0,7.0,11.0,1.0,45.54234025887568,49.33934674905799,0.0
M666,34.0,33.0,20.0,10.0,3.0,1.0,1.0,1.0,1.0,51.062115212811975,47.53083501911315,12.41176046144175
M665,32.0,4.0,4.0,0,0,28.0,7.0,18.0,3.0,47.40688657956513,0.0,0.0
M664,26.0,10.0,5.0,5.0,0,16.0,4.0,11.0,1.0,46.14795381305479,48.40046979087724,0.0
P549,33.0,25.0,15.0,7.0,3.0,8.0,3.0,4.0,1.0,46.763069771778156,46.46011198597129,6.672454797397296
H724,27.0,17.0,11.0,5.0,1.0,10.0,1.0,7.0,2.0,44.32301704868744,42.4710287820997,0.0
F745,29.0,7.0,5.0,2.0,0,22.0,6.0,14.0,2.0,41.08884608128701,40.446192019303325,0.0
F744,28.0,16.0,10.0,6.0,0,12.0,3.0,8.0,1.0,41.88243053423202,41.49559321528611,0.0
F747,32.0,19.0,9.0,7.0,3.0,13.0,2.0,9.0,2.0,40.572371304817864,40.571023859807696,0.0
F746,27.0,11.0,8.0,2.0,1.0,16.0,7.0,8.0,1.0,42.40359170381763,42.82631010189871,0.0
F741,29.0,7.0,6.0,1.0,0,22.0,8.0,11.0,3.0,42.01747962237787,41.387546585671984,0.0
F740,28.0,18.0,10.0,6.0,2.0,10.0,1.0,9.0,1.0,40.53017087640694,40.19488610422517,0.0
F743,27.0,21.0,11.0,9.0,1.0,6.0,2.0,3.0,1.0,42.42877040272088,42.73047807920593,0.0
F742,30.0,14.0,10.0,3.0,1.0,16.0,6.0,9.0,1.0,42.98467098762677,43.56429622237464,0.0
F749,29.0,15.0,10.0,5.0,0,14.0,4.0,7.0,3.0,44.09808133863095,43.20582480862429,0.0
F521,28.0,17.0,12.0,3.0,2.0,11.0,3.0,7.0,1.0,43.84411045259354,39.996721100466765,5.823193813536687
J533,31.0,22.0,12.0,8.0,2.0,9.0,1.0,7.0,1.0,43.25474345680098,43.56961719659641,0.0
J530,28.0,13.0,12.0,1.0,0,15.0,3.0,11.0,1.0,44.57690912394512,37.841657653888525,0.0
J531,28.0,12.0,5.0,6.0,1.0,16.0,6.0,9.0,1.0,41.17073985540179,42.46588156556791,0.0
J536,28.0,7.0,5.0,2.0,0,21.0,8.0,9.0,4.0,43.07108380537505,40.46107415923573,0.0
J537,26.0,8.0,6.0,2.0,0,18.0,7.0,11.0,1.0,42.68726762760026,40.8308186960323,0.0
J534,31.0,22.0,12.0,8.0,2.0,9.0,2.0,6.0,1.0,43.06534895359503,43.45159831086205,1.749199854809259
J535,26.0,11.0,8.0,3.0,0,15.0,4.0,9.0,2.0,42.71219141623223,41.67096747762971,0.0
F529,27.0,13.0,8.0,5.0,0,14.0,4.0,9.0,1.0,42.817280784186735,42.448219000707674,0.0
F528,28.0,14.0,8.0,5.0,1.0,14.0,4.0,9.0,1.0,40.732107195706305,41.04685780330262,0.0
J538,26.0,4.0,3.0,1.0,0,22.0,10.0,12.0,1.0,42.74219290471321,39.162346473664606,0.0
J539,29.0,13.0,8.0,4.0,1.0,16.0,9.0,6.0,1.0,42.951385971133774,44.57874531418816,0.6931471805599453
I573,30.0,21.0,11.0,7.0,3.0,9.0,4.0,4.0,1.0,40.32641767043049,40.078303013800195,0.0
I572,26.0,13.0,8.0,5.0,0,13.0,4.0,9.0,1.0,40.82782495875242,40.35330804907367,0.0
I571,28.0,13.0,7.0,5.0,1.0,15.0,3.0,11.0,1.0,37.62356603628851,38.41726775001262,0.0
I570,28.0,16.0,10.0,6.0,0,12.0,3.0,8.0,1.0,40.22018816477933,38.4677554172357,0.0
I577,32.0,27.0,14.0,8.0,5.0,5.0,1.0,2.0,2.0,41.42624521613858,41.78467523732894,6.428751267539102
I576,28.0,18.0,10.0,7.0,1.0,10.0,2.0,5.0,3.0,40.480102507485334,40.30318671144925,0.0
I575,27.0,11.0,6.0,4.0,1.0,16.0,6.0,9.0,1.0,39.8325191466098,41.109137833157696,0.0
I574,30.0,19.0,12.0,6.0,1.0,11.0,3.0,7.0,1.0,40.73104595664035,39.34833941354779,0.0
I579,24.0,4.0,3.0,1.0,0,20.0,7.0,13.0,1.0,38.063865784390245,39.22908385874277,0.0
I578,29.0,12.0,8.0,3.0,1.0,17.0,8.0,9.0,1.0,39.38415681169472,40.967221708364555,0.0
Q759,30.0,19.0,12.0,6.0,1.0,11.0,1.0,9.0,1.0,43.31002462494633,42.60930440087201,0.0
Q758,28.0,6.0,4.0,0,2.0,22.0,9.0,11.0,2.0,43.943249780135474,0.0,2.6741486494265287
Q757,28.0,18.0,9.0,7.0,2.0,10.0,3.0,6.0,1.0,43.35871791169205,42.95109232353315,1.6094379124341003
Q756,30.0,8.0,5.0,2.0,1.0,22.0,8.0,13.0,1.0,42.222030814162686,41.422472736900055,0.0
Q755,31.0,18.0,10.0,5.0,3.0,13.0,4.0,6.0,3.0,43.86104079581468,44.44327950517265,2.740840023925201
Q754,31.0,24.0,15.0,7.0,2.0,7.0,2.0,4.0,1.0,45.41223488116309,45.52544338894427,1.3862943611198906
Q753,29.0,11.0,5.0,4.0,2.0,18.0,8.0,8.0,2.0,42.4978542322542,44.17353989907702,0.0
Q752,28.0,9.0,5.0,4.0,0,19.0,8.0,10.0,1.0,44.93571675634263,45.37499683758352,0.0
Q751,28.0,9.0,4.0,5.0,0,19.0,7.0,9.0,3.0,45.454145270676776,43.75421013926937,0.0
Q750,32.0,14.0,7.0,5.0,2.0,18.0,6.0,11.0,1.0,43.95141203570633,42.05247745387097,0.0
B527,29.0,21.0,11.0,7.0,3.0,8.0,3.0,5.0,1.0,46.94643800046245,46.91387277521298,0.0
B526,27.0,14.0,9.0,5.0,0,13.0,4.0,7.0,2.0,45.654677078902026,42.68805706054318,0.0
B521,29.0,17.0,13.0,2.0,2.0,12.0,3.0,7.0,2.0,44.05124764555069,42.44518519026406,0.0
B520,28.0,15.0,13.0,1.0,1.0,13.0,1.0,13.0,1.0,46.22681421850581,41.64766631536039,0.0
B523,27.0,11.0,8.0,3.0,0,16.0,3.0,13.0,1.0,42.46605637379961,39.347244255252484,0.0
B529,30.0,21.0,11.0,7.0,3.0,9.0,1.0,6.0,2.0,46.21628089175289,46.67972358581695,0.0
B528,29.0,25.0,12.0,12.0,1.0,4.0,1.0,4.0,1.0,43.92384679062596,43.66738346630554,0.0
Q579,27.0,10.0,5.0,5.0,0,17.0,7.0,10.0,1.0,43.601093072766254,45.28677112578634,0.0
Q578,30.0,15.0,10.0,4.0,1.0,15.0,5.0,9.0,1.0,45.61475068340922,45.77001325048893,0.0
Q573,31.0,12.0,7.0,3.0,2.0,19.0,9.0,8.0,2.0,44.71426576173472,42.58226927923875,0.0
Q572,31.0,22.0,14.0,7.0,1.0,9.0,2.0,6.0,1.0,44.98044725716876,44.48084506047932,0.0
Q571,27.0,13.0,6.0,7.0,0,14.0,5.0,8.0,1.0,43.30422160880726,43.807557787950344,0.0
Q570,31.0,18.0,11.0,6.0,1.0,13.0,3.0,9.0,1.0,45.94674296659367,45.25310481294624,0.0
Q577,33.0,27.0,13.0,8.0,6.0,6.0,3.0,2.0,1.0,45.38788597871223,45.967342255394634,6.391861277104584
Q576,33.0,27.0,13.0,11.0,3.0,6.0,1.0,3.0,3.0,45.81784949562419,44.703252585599984,1.0986122886681098
Q575,31.0,16.0,11.0,3.0,2.0,15.0,3.0,9.0,3.0,45.869703119228724,45.48369792617948,0.0
Q574,33.0,20.0,11.0,6.0,3.0,13.0,4.0,8.0,1.0,45.336076505391596,45.586344530857666,0.0
K654,28.0,17.0,11.0,5.0,1.0,11.0,3.0,8.0,1.0,44.603902119144344,43.34798579874636,0.0
K655,30.0,22.0,14.0,8.0,0,8.0,2.0,4.0,2.0,43.242865216094444,43.342011116409466,0.0
K657,26.0,10.0,5.0,3.0,2.0,16.0,4.0,11.0,1.0,41.667754363580805,41.37252910699325,0.0
K650,31.0,19.0,9.0,7.0,3.0,12.0,2.0,8.0,2.0,43.69831046248181,44.24871784982297,0.0
K651,30.0,18.0,16.0,1.0,1.0,12.0,3.0,8.0,1.0,44.18786698638021,42.84507128445914,2.3513752571634776
K652,30.0,12.0,7.0,4.0,1.0,18.0,5.0,11.0,2.0,45.249461565967174,44.962154353015805,0.0
K653,28.0,15.0,8.0,7.0,0,13.0,4.0,8.0,1.0,43.275292030555875,43.17562597143318,0.0
K658,28.0,18.0,10.0,7.0,1.0,10.0,3.0,6.0,1.0,45.17937584943135,44.143990030043966,0.0
K659,29.0,19.0,8.0,10.0,1.0,10.0,4.0,5.0,1.0,44.68121193069951,44.42655595307265,0.0
N565,29.0,16.0,9.0,5.0,2.0,13.0,2.0,11.0,1.0,48.158614431312955,48.249647701517276,0.6931471805599453
N564,31.0,14.0,5.0,7.0,2.0,17.0,6.0,7.0,4.0,47.89746960904918,48.92723001820681,0.0
N567,27.0,8.0,5.0,3.0,0,19.0,9.0,9.0,1.0,46.216171168923644,46.34194308268185,0.0
N566,29.0,2.0,2.0,0,0,27.0,11.0,16.0,1.0,45.46064402130592,0.0,0.0
N561,29.0,20.0,12.0,5.0,3.0,9.0,1.0,8.0,1.0,48.23530998133706,47.34766424551424,2.6390573296152584
N560,31.0,12.0,6.0,4.0,2.0,19.0,2.0,14.0,3.0,46.82201251503181,46.54051060942341,0.0
N563,29.0,8.0,5.0,3.0,0,21.0,7.0,14.0,1.0,48.80681732236549,46.92592594448324,0.0
N562,33.0,26.0,15.0,8.0,3.0,7.0,2.0,4.0,1.0,46.95683735767162,49.616854386224695,0.0
N569,33.0,26.0,18.0,5.0,3.0,7.0,1.0,5.0,2.0,50.05619810487512,47.235747737576524,2.847812143477369
N568,32.0,25.0,11.0,10.0,4.0,7.0,3.0,2.0,2.0,47.43685749439937,47.937434840664096,9.308834870391669
N693,29.0,13.0,7.0,4.0,2.0,16.0,2.0,13.0,1.0,45.954180675764,46.54051060942341,0.0
N692,30.0,19.0,12.0,7.0,0,11.0,3.0,7.0,1.0,49.0903635313685,48.505326212472475,0.0
N690,29.0,9.0,7.0,1.0,1.0,20.0,5.0,11.0,4.0,46.3423399384733,42.10275436067793,0.0
N695,30.0,16.0,14.0,2.0,0,14.0,4.0,8.0,2.0,48.03968948525951,46.527753163931614,0.0
N694,29.0,3.0,2.0,0,1.0,26.0,6.0,17.0,3.0,44.98811085275383,0.0,0.0
N699,32.0,20.0,12.0,8.0,0,12.0,7.0,5.0,1.0,49.47683686522893,48.374920556578104,0.0
N698,30.0,18.0,14.0,4.0,0,12.0,4.0,7.0,1.0,50.08835122472099,46.509589657099625,0.0
R699,30.0,11.0,9.0,2.0,0,19.0,7.0,11.0,1.0,44.152711265805294,44.166341506651015,0.0
R698,33.0,15.0,11.0,2.0,2.0,18.0,7.0,10.0,1.0,47.97174269445747,45.65727894916081,0.0
R697,29.0,10.0,6.0,3.0,1.0,19.0,5.0,13.0,1.0,46.00980273201855,43.21248309785522,0.0
R695,34.0,24.0,16.0,3.0,5.0,10.0,1.0,7.0,2.0,47.16849082654656,44.745855560481935,11.582648181166833
R694,28.0,19.0,9.0,9.0,1.0,9.0,2.0,5.0,2.0,43.95537495277502,46.5393601790217,1.6422277352570913
R693,34.0,18.0,8.0,5.0,5.0,16.0,3.0,12.0,1.0,45.53147393102868,45.14564857645737,2.627081138568543
R692,30.0,7.0,4.0,2.0,1.0,23.0,9.0,13.0,1.0,44.97441826821861,45.71431522251336,0.0
R691,27.0,11.0,5.0,6.0,0,16.0,4.0,9.0,3.0,46.26953465362831,46.58756051728473,0.0
R690,29.0,4.0,2.0,2.0,0,25.0,11.0,14.0,1.0,45.32839425087846,43.682871580179096,0.0
E836,28.0,10.0,7.0,3.0,0,18.0,5.0,12.0,1.0,45.14421908921623,43.099406744521886,0.0
E834,28.0,6.0,2.0,2.0,2.0,22.0,8.0,12.0,2.0,40.917641778639656,43.17873295405084,0.0
E835,29.0,11.0,8.0,2.0,1.0,18.0,3.0,12.0,3.0,44.36380878649721,42.981278557691816,0.0
E832,25.0,2.0,1.0,0,1.0,23.0,9.0,13.0,1.0,43.74462026119191,0.0,1.0704414117014134
E833,25.0,11.0,6.0,4.0,1.0,14.0,3.0,10.0,1.0,43.69690789132602,44.65621872387881,0.0
E830,30.0,19.0,11.0,5.0,3.0,11.0,2.0,8.0,1.0,45.32385185852106,44.086059308016814,1.0704414117014134
E831,31.0,16.0,9.0,4.0,3.0,15.0,4.0,9.0,2.0,44.94447659590244,44.232261783391614,1.0704414117014134
E838,26.0,10.0,5.0,4.0,1.0,16.0,5.0,11.0,1.0,42.70854550207099,42.90323003671672,0.0
E839,31.0,17.0,10.0,5.0,2.0,14.0,4.0,7.0,3.0,45.464436753405955,46.126222070869005,1.7635885922613588
K829,29.0,25.0,12.0,10.0,3.0,4.0,1.0,2.0,1.0,44.49469068788558,45.08745239683138,6.10516518704081
K828,30.0,13.0,8.0,4.0,1.0,17.0,5.0,12.0,1.0,42.53079688113329,42.23733147155249,0.0
K827,29.0,17.0,11.0,6.0,0,12.0,7.0,5.0,1.0,42.08369079660863,42.92155065219708,0.0
K826,28.0,16.0,9.0,5.0,2.0,12.0,2.0,10.0,1.0,41.82422030613595,40.652533658476635,0.0
K825,29.0,19.0,13.0,6.0,0,10.0,3.0,7.0,1.0,42.66182848529776,42.34013948243464,0.0
K824,27.0,18.0,12.0,5.0,1.0,9.0,2.0,6.0,1.0,43.276929517702065,41.33175832761973,0.0
K823,27.0,14.0,10.0,4.0,0,13.0,2.0,9.0,2.0,42.790435935508214,41.4859525965614,0.0
K822,30.0,22.0,13.0,7.0,2.0,8.0,2.0,6.0,1.0,44.89865364149873,44.427974047001534,0.0
K821,28.0,13.0,9.0,3.0,1.0,15.0,5.0,8.0,2.0,44.70262434640101,43.74067381663204,0.6931471805599453
K820,26.0,9.0,5.0,2.0,2.0,17.0,7.0,10.0,1.0,40.994738023791925,40.836542017620076,0.0
K795,24.0,2.0,1.0,1.0,0,22.0,9.0,13.0,1.0,40.836542017620076,0.0,0.0
K794,29.0,21.0,16.0,4.0,1.0,8.0,2.0,5.0,1.0,43.48106259480238,41.28755316024802,0.0
K797,26.0,11.0,8.0,3.0,0,15.0,3.0,12.0,1.0,42.50998604382108,39.01757116218338,0.0
K796,32.0,15.0,12.0,2.0,1.0,17.0,4.0,9.0,4.0,43.3309003892817,41.219504513998565,0.0
K791,27.0,12.0,7.0,5.0,0,15.0,4.0,11.0,1.0,40.79625855465615,41.27094505278677,0.0
K790,28.0,21.0,13.0,7.0,1.0,7.0,2.0,3.0,2.0,44.08281831414827,43.843506908625386,0.0
K793,33.0,27.0,16.0,7.0,4.0,6.0,1.0,3.0,2.0,45.21025019728509,43.75132369740808,5.813135011583564
K792,29.0,17.0,10.0,6.0,1.0,12.0,3.0,8.0,1.0,41.86582754192379,41.37574774944151,0.0
K799,28.0,12.0,7.0,5.0,0,16.0,6.0,8.0,2.0,42.66860064822457,42.74613692620589,0.0
K798,30.0,19.0,13.0,4.0,2.0,11.0,2.0,8.0,1.0,43.85331002652888,41.48135047852013,0.0
B778,27.0,13.0,7.0,6.0,0,14.0,9.0,5.0,1.0,46.38837481575245,46.171726558511835,0.0
B779,30.0,24.0,15.0,8.0,1.0,6.0,1.0,5.0,1.0,44.80081956342322,42.84809210642082,0.0
B771,27.0,8.0,7.0,1.0,0,19.0,8.0,10.0,1.0,44.804797952219296,42.48471208801948,0.0
B772,27.0,12.0,9.0,2.0,1.0,15.0,3.0,11.0,1.0,43.850732844083524,44.987348020592805,0.0
B773,26.0,8.0,5.0,3.0,0,18.0,7.0,11.0,1.0,41.05209117617725,39.755184007423104,0.0
B774,22.0,5.0,4.0,1.0,0,17.0,3.0,13.0,1.0,42.006277227883544,43.049861479242125,0.0
B775,28.0,14.0,9.0,3.0,2.0,14.0,5.0,9.0,1.0,43.77358480860202,41.174009600556786,0.0
B776,27.0,12.0,8.0,4.0,0,15.0,5.0,10.0,1.0,43.45212081266734,45.46748859715516,0.0
B777,28.0,13.0,7.0,6.0,0,15.0,4.0,11.0,1.0,45.83997581261157,44.38473396323516,0.0
I726,27.0,11.0,10.0,1.0,0,16.0,6.0,10.0,1.0,39.8497619713291,37.583622240552195,0.0
I727,30.0,23.0,11.0,9.0,3.0,7.0,1.0,4.0,2.0,41.585194481976444,40.9362775794064,0.0
I724,26.0,15.0,8.0,6.0,1.0,11.0,3.0,7.0,1.0,39.790876109696555,40.37933460713072,0.0
I725,27.0,15.0,9.0,4.0,2.0,12.0,3.0,6.0,3.0,40.7749567958526,40.04801888503398,0.0
I722,29.0,26.0,14.0,7.0,5.0,3.0,1.0,2.0,1.0,41.0345431252062,41.4128040326992,5.1020997045619705
I723,29.0,17.0,11.0,5.0,1.0,12.0,4.0,7.0,1.0,40.94865664147559,40.4154041220666,0.0
I720,30.0,14.0,9.0,3.0,2.0,16.0,7.0,7.0,2.0,40.89412990289469,40.326378442501984,5.455107417312226
I721,29.0,19.0,13.0,3.0,3.0,10.0,3.0,6.0,1.0,40.765098513474854,39.65096313580516,0.0
I728,27.0,17.0,7.0,10.0,0,10.0,6.0,4.0,1.0,40.35539511187547,39.86143685586477,0.0
I729,28.0,9.0,7.0,1.0,1.0,19.0,7.0,11.0,1.0,40.514057975358995,40.309338392035116,0.0
P523,29.0,17.0,7.0,9.0,1.0,12.0,3.0,6.0,3.0,43.14453079117561,44.15402341494145,0.0
P522,34.0,30.0,12.0,13.0,5.0,4.0,1.0,4.0,1.0,46.57734804249365,46.58720009251201,0.9808292530117262
P521,30.0,17.0,14.0,2.0,1.0,13.0,3.0,6.0,4.0,46.3700802111876,44.0689360699299,0.0
P520,30.0,18.0,10.0,6.0,2.0,12.0,3.0,7.0,2.0,46.23988491408991,45.49985999115265,0.0
P527,32.0,20.0,12.0,4.0,4.0,12.0,4.0,6.0,2.0,46.253662054980964,46.120383805150645,7.340381495152674
P526,31.0,19.0,9.0,9.0,1.0,12.0,4.0,7.0,1.0,47.38079196502659,46.835866136651745,0.0
P524,31.0,8.0,3.0,4.0,1.0,23.0,10.0,12.0,1.0,44.87599618628164,43.82850752534685,0.0
P529,32.0,13.0,9.0,4.0,0,19.0,5.0,11.0,3.0,46.219893523145934,44.39968365646724,0.0
P528,34.0,21.0,12.0,5.0,4.0,13.0,2.0,10.0,1.0,45.953165563973904,45.006354646338416,6.301519470411488
A738,30.0,25.0,14.0,9.0,2.0,5.0,1.0,2.0,2.0,44.080053830745925,43.066511546356395,0.0
A731,27.0,10.0,7.0,2.0,1.0,17.0,8.0,8.0,1.0,42.62447739787346,44.08233761596237,0.0
A730,27.0,9.0,1.0,5.0,3.0,18.0,8.0,7.0,3.0,39.37314398854135,42.706258519219084,0.0
A732,27.0,17.0,8.0,4.0,5.0,10.0,2.0,8.0,1.0,43.72922830672419,39.97503930978353,2.1400661634962708
A734,23.0,0,0,0,0,23.0,6.0,15.0,2.0,0.0,0.0,0.0
A737,28.0,17.0,12.0,5.0,0,11.0,4.0,6.0,1.0,44.20332681473496,43.25201299014948,0.0
A736,26.0,20.0,8.0,8.0,4.0,6.0,2.0,4.0,1.0,42.24202109488475,40.02129242798917,2.0149030205422647
A595,27.0,13.0,10.0,2.0,1.0,14.0,6.0,8.0,1.0,43.28442743770452,41.038432658646805,2.0794415416798357
A594,26.0,11.0,8.0,2.0,1.0,15.0,4.0,10.0,1.0,43.472811339310404,39.78041597446999,2.0794415416798357
A597,29.0,19.0,14.0,4.0,1.0,10.0,2.0,8.0,1.0,43.283147114985056,43.21082065239889,0.0
A596,27.0,4.0,3.0,1.0,0,23.0,10.0,12.0,1.0,41.48488021180083,41.58058390213096,0.0
A590,26.0,8.0,7.0,1.0,0,18.0,6.0,12.0,1.0,41.22465265987051,39.15407158485787,0.0
A593,24.0,5.0,4.0,0,1.0,19.0,6.0,11.0,2.0,36.826684393436615,0.0,0.0
A592,28.0,12.0,6.0,4.0,2.0,16.0,6.0,7.0,3.0,43.60952362433336,42.96172190842756,2.1400661634962708
A599,28.0,21.0,11.0,9.0,1.0,7.0,1.0,5.0,1.0,42.96523282947854,43.20167506019749,0.0
A598,24.0,7.0,5.0,2.0,0,17.0,4.0,12.0,1.0,38.29500265831339,35.791500947176836,0.0
A849,29.0,15.0,12.0,3.0,0,14.0,4.0,8.0,2.0,43.85833761193376,42.03855669939757,0.0
A848,25.0,6.0,3.0,3.0,0,19.0,8.0,10.0,1.0,40.34099591795325,42.072319425972495,0.0
A843,27.0,12.0,9.0,3.0,0,15.0,5.0,9.0,1.0,43.248828668202115,41.8678163732754,0.0
A842,28.0,18.0,8.0,7.0,3.0,10.0,1.0,8.0,1.0,39.957792881898655,43.851504273178634,2.1400661634962708
